,boat_id,Country,boat_type,year,Boat_Make,model,model_type,length_overall,yield_length,beam,draft,height,hull,engine,hp,weight,fuel_type,boat_image,active
2417,32436,USA,Power,1992,Bayliner Marine Corp,2302 W/A ,OUTBD,23,,8.5,,,FG,2,120.0,3120,Gasoline,,
2418,32437,USA,Power,1992,Bayliner Marine Corp,2302 W/A ,OUTBD,23,,8.5,,,FG,1,175.0,3120,Gasoline,,
2419,32438,USA,Power,1992,Bayliner Marine Corp,2302 W/A ,OUTBD,23,,8.5,,,FG,2,120.0,3120,Gasoline,,
2420,32439,USA,Power,1992,Bayliner Marine Corp,2352 W/A,STERN,23,,8.5,,,FG,1,260.0,4150,Gasoline,,
2421,32440,USA,Power,1992,Bayliner Marine Corp,2352 W/A ,STERN,23,,8.5,,,FG,1,260.0,4150,Gasoline,,
2422,32441,USA,Power,1992,Bayliner Marine Corp,2359 CUDDY,STERN,23,,8.5,,,FG,1,260.0,4150,Gasoline,,
2423,32442,USA,Power,1992,Bayliner Marine Corp,2359 CUDDY ,STERN,23,,8.5,,,FG,1,260.0,4150,Gasoline,,
2424,32443,USA,Power,1992,Bayliner Marine Corp,2502 W/A ,OUTBD,25,,9.5,,,FG,2,150.0,4765,Gasoline,,
2425,32444,USA,Power,1991,Bayliner Marine Corp,3055 SUNBRIDGE  ,STERN,31,,10.0,,,FG,2,230.0,8000,Gasoline,,
2426,32445,USA,Power,1991,Bayliner Marine Corp,3055 SUNBRIDGE  ,STERN,31,,10.0,,,FG,1,330.0,8000,Gasoline,,
2427,32446,USA,Power,1991,Bayliner Marine Corp,3555 SUNBRIDGE  ,STERN,35,,11.41666667,,,FG,2,260.0,10200,Gasoline,,
2428,32447,USA,Power,1991,Bayliner Marine Corp,1700 BR   ,OUTBD,17,,5.833333333,,,FG,1,70.0,1040,Gasoline,,
2429,32448,USA,Power,1991,Bayliner Marine Corp,1800 BR   ,OUTBD,18,,7.0,,,FG,1,90.0,1490,Gasoline,,
2430,32449,USA,Power,1991,Bayliner Marine Corp,1802 CUDDY   ,OUTBD,18,,7.0,,,FG,1,90.0,1520,Gasoline,,
2431,32450,USA,Power,1991,Bayliner Marine Corp,1850 BR   ,STERN,18,,7.0,,,FG,1,130.0,1870,Gasoline,,
2432,32451,USA,Power,1991,Bayliner Marine Corp,1870 BR   ,LDR,18,,7.0,,,FG,1,90.0,1625,Gasoline,,
2433,32452,USA,Power,1991,Bayliner Marine Corp,2000 BR   ,OUTBD,20,,7.333333333,,,FG,1,150.0,1700,Gasoline,,
2434,32453,USA,Power,1991,Bayliner Marine Corp,2002 CUDDY   ,OUTBD,20,,7.333333333,,,FG,1,120.0,1740,Gasoline,,
2435,32454,USA,Power,1991,Bayliner Marine Corp,2050 BR   ,STERN,20,,7.333333333,,,FG,1,175.0,2100,Gasoline,,
2436,32455,USA,Power,1991,Bayliner Marine Corp,2052 CUDDY  ,STERN,20,,7.333333333,,,FG,1,175.0,2150,Gasoline,,
2437,32456,USA,Power,1991,Bayliner Marine Corp,2052 CUDDY   ,STERN,20,,7.333333333,,,FG,1,175.0,2150,Gasoline,,
2438,32457,USA,Power,1991,Bayliner Marine Corp,2070 BR   ,LDR,20,,7.333333333,,,FG,1,120.0,1730,Gasoline,,
2439,32458,USA,Power,1991,Bayliner Marine Corp,2072 CUDDY   ,LDR,20,,7.333333333,,,FG,1,120.0,1850,Gasoline,,
2440,32459,USA,Power,1991,Bayliner Marine Corp,2250 BR   ,STERN,22,,8.0,,,FG,1,230.0,2630,Gasoline,,
2441,32460,USA,Power,1991,Bayliner Marine Corp,2252 CUDDY  ,STERN,22,,8.0,,,FG,1,230.0,2260,Gasoline,,
2442,32461,USA,Power,1991,Bayliner Marine Corp,2252 CUDDY   ,STERN,22,,8.0,,,FG,1,230.0,2260,Gasoline,,
2443,32462,USA,Power,1991,Bayliner Marine Corp,2272 CUDDY   ,LDR,22,,8.0,,,FG,1,145.0,2500,Gasoline,,
2444,32463,USA,Power,1991,Bayliner Marine Corp,2255 SUNBRIDGE  ,STERN,22,,8.0,,,FG,1,230.0,3680,Gasoline,,
2445,32464,USA,Power,1991,Bayliner Marine Corp,2255 SUNBRIDGE   ,STERN,22,,8.0,,,FG,1,230.0,3680,Gasoline,,
2446,32465,USA,Power,1991,Bayliner Marine Corp,2556 COMMAND BRIDGE  ,STERN,25,,9.5,,,FG,1,260.0,5685,Gasoline,,
2447,32466,USA,Power,1991,Bayliner Marine Corp,2655 SUNBRIDGE  ,STERN,26,,8.0,,,FG,1,230.0,4300,Gasoline,,
2448,32467,USA,Power,1991,Bayliner Marine Corp,2755 SUNBRIDGE  ,STERN,27,,8.5,,,FG,1,260.0,5200,Gasoline,,
2449,32468,USA,Power,1991,Bayliner Marine Corp,2855 SUNBRIDGE  ,STERN,28,,9.5,,,FG,1,260.0,6510,Gasoline,,
2450,32469,USA,Power,1991,Bayliner Marine Corp,1804,OUTBD,18,,6.666666667,,,FG,1,120.0,1300,Gasoline,,
2451,32470,USA,Power,1991,Bayliner Marine Corp,1903,OUTBD,19,,7.25,,,FG,1,150.0,1470,Gasoline,,
2452,32471,USA,Power,1991,Bayliner Marine Corp,1904,OUTBD,19,,8.0,,,FG,1,120.0,2000,Gasoline,,
2453,32472,USA,Power,1991,Bayliner Marine Corp,3058 COMMAND BRIDGE  ,STERN,31,,10.0,,,FG,1,330.0,8200,Gasoline,,
2454,32473,USA,Power,1991,Bayliner Marine Corp,3058 COMMAND BRIDGE  ,STERN,31,,10.0,,,FG,2,230.0,8200,Gasoline,,
2455,32474,USA,Power,1991,Bayliner Marine Corp,3288,INBD,32,,11.5,,,FG,2,150.0,11500,Diesel,,
2456,32475,USA,Power,1991,Bayliner Marine Corp,3288,INBD,32,,11.5,,,FG,2,240.0,11500,Gasoline,,
2457,32476,USA,Power,1991,Bayliner Marine Corp,3888,INBD,38,,13.41666667,,,FG,2,210.0,17500,Diesel,,
2458,32477,USA,Power,1991,Bayliner Marine Corp,3888,INBD,38,,13.41666667,,,FG,2,240.0,17500,Gasoline,,
2459,32478,USA,Power,1991,Bayliner Marine Corp,4387 AFT CABIN  ,INBD,43,,14.25,,,FG,2,250.0,20000,Diesel,,
2460,32479,USA,Power,1991,Bayliner Marine Corp,4387 AFT CABIN  ,INBD,43,,14.25,,,FG,2,330.0,20000,Gasoline,,
2461,32480,USA,Power,1991,Bayliner Marine Corp,4388,INBD,43,,14.41666667,,,FG,2,250.0,19000,Diesel,,
2462,32481,USA,Power,1991,Bayliner Marine Corp,4588,INBD,45,,14.91666667,,,FG,2,250.0,28000,Diesel,,
2463,32482,USA,Power,1991,Bayliner Marine Corp,2609,OUTBD,26,,8.333333332999999,,,FG,1,120.0,2600,Gasoline,,
2464,32483,USA,Power,1991,Bayliner Marine Corp,2002 CUDDY   ,OUTBD,20,,8.0,,,FG,1,150.0,2840,Gasoline,,
2465,32484,USA,Power,1991,Bayliner Marine Corp,2003 CC   ,OUTBD,20,,8.0,,,FG,1,150.0,2700,Gasoline,,
2466,32485,USA,Power,1991,Bayliner Marine Corp,2159 CUDDY  ,STERN,21,,8.0,,,FG,1,175.0,3450,Gasoline,,
2467,32486,USA,Power,1991,Bayliner Marine Corp,2159 CUDDY   ,STERN,21,,8.0,,,FG,1,175.0,3450,Gasoline,,
2468,32487,USA,Power,1991,Bayliner Marine Corp,2302 CUDDY   ,OUTBD,23,,8.5,,,FG,1,150.0,3120,Gasoline,,
2469,32488,USA,Power,1991,Bayliner Marine Corp,2302 CUDDY   ,OUTBD,23,,8.5,,,FG,2,120.0,3120,Gasoline,,
2470,32489,USA,Power,1991,Bayliner Marine Corp,2302 CUDDY   ,OUTBD,23,,8.5,,,FG,1,150.0,3120,Gasoline,,
2471,32490,USA,Power,1991,Bayliner Marine Corp,2302 CUDDY   ,OUTBD,23,,8.5,,,FG,2,120.0,3120,Gasoline,,
2472,32491,USA,Power,1991,Bayliner Marine Corp,2352 CUDDY  ,STERN,23,,8.5,,,FG,1,230.0,4150,Gasoline,,
2473,32492,USA,Power,1991,Bayliner Marine Corp,2352 CUDDY   ,STERN,23,,8.5,,,FG,1,230.0,4150,Gasoline,,
2474,32493,USA,Power,1991,Bayliner Marine Corp,2459 CUDDY  ,STERN,24,,8.0,,,FG,1,230.0,4025,Gasoline,,
2475,32494,USA,Power,1991,Bayliner Marine Corp,1500,OUTBD,15,,5.833333333,,,FG,1,50.0,975,Gasoline,,
2476,32495,USA,Power,1990,Bayliner Marine Corp,2955 SUNBRIDGE,STERN,29,,10.5,,,FG,1,330.0,7400,Gasoline,,
2477,32496,USA,Power,1990,Bayliner Marine Corp,2955 SUNBRIDGE,STERN,29,,10.5,,,FG,2,230.0,7400,Gasoline,,
2478,32497,USA,Power,1990,Bayliner Marine Corp,2958 COMMAND BRIDGE,STERN,29,,10.5,,,FG,2,260.0,8750,Gasoline,,
2479,32498,USA,Power,1990,Bayliner Marine Corp,3555 SUNBRIDGE,STERN,35,,11.41666667,,,FG,2,260.0,10250,Gasoline,,
2480,32499,USA,Power,1990,Bayliner Marine Corp,3785 SUNBRIDGE,INBD,37,,12.83333333,,,FG,2,330.0,13150,Gasoline,,
2481,32500,USA,Power,1990,Bayliner Marine Corp,1700 BR ,OUTBD,17,,5.833333333,,,FG,1,50.0,1040,Gasoline,,
2482,32501,USA,Power,1990,Bayliner Marine Corp,1800 BR ,OUTBD,18,,7.0,,,FG,1,90.0,1490,Gasoline,,
2483,32502,USA,Power,1990,Bayliner Marine Corp,1802 CUDDY ,OUTBD,18,,7.0,,,FG,1,90.0,1520,Gasoline,,
2484,32503,USA,Power,1990,Bayliner Marine Corp,1850 BR ,STERN,18,,7.0,,,FG,1,130.0,1870,Gasoline,,
2485,32504,USA,Power,1990,Bayliner Marine Corp,1870 BR ,LDR,18,,7.0,,,FG,1,85.0,1625,Gasoline,,
2486,32505,USA,Power,1990,Bayliner Marine Corp,2000 BR ,OUTBD,20,,7.333333333,,,FG,1,150.0,1700,Gasoline,,
2487,32506,USA,Power,1990,Bayliner Marine Corp,2002 CUDDY ,OUTBD,20,,7.333333333,,,FG,1,150.0,1740,Gasoline,,
2488,32507,USA,Power,1990,Bayliner Marine Corp,2050 BR ,STERN,20,,7.333333333,,,FG,1,200.0,2100,Gasoline,,
2489,32508,USA,Power,1990,Bayliner Marine Corp,2052 CUDDY,STERN,20,,7.333333333,,,FG,1,200.0,2150,Gasoline,,
2490,32509,USA,Power,1990,Bayliner Marine Corp,2052 CUDDY ,STERN,20,,7.333333333,,,FG,1,200.0,2150,Gasoline,,
2491,32510,USA,Power,1990,Bayliner Marine Corp,2070 BR ,LDR,20,,7.333333333,,,FG,1,120.0,1730,Gasoline,,
2492,32511,USA,Power,1990,Bayliner Marine Corp,2072 CUDDY ,LDR,20,,7.333333333,,,FG,1,120.0,1850,Gasoline,,
2493,32512,USA,Power,1990,Bayliner Marine Corp,2250 BR ,STERN,22,,8.0,,,FG,1,260.0,2450,Gasoline,,
2494,32513,USA,Power,1990,Bayliner Marine Corp,2252 CUDDY,STERN,22,,8.0,,,FG,1,260.0,2550,Gasoline,,
2495,32514,USA,Power,1990,Bayliner Marine Corp,2252 CUDDY ,STERN,22,,8.0,,,FG,1,260.0,2550,Gasoline,,
2496,32515,USA,Power,1990,Bayliner Marine Corp,2081 SKI ,INBD,21,,8.0,,,FG,1,240.0,3500,Gasoline,,
2497,32516,USA,Power,1990,Bayliner Marine Corp,2255 SUNBRIDGE,STERN,22,,8.0,,,FG,1,230.0,3500,Gasoline,,
2498,32517,USA,Power,1990,Bayliner Marine Corp,2255 SUNBRIDGE ,STERN,22,,8.0,,,FG,1,230.0,3500,Gasoline,,
2499,32518,USA,Power,1990,Bayliner Marine Corp,2556 COMMAND BRIDGE,STERN,25,,9.5,,,FG,1,330.0,5685,Gasoline,,
2500,32519,USA,Power,1990,Bayliner Marine Corp,2651 SUNBRIDGE,STERN,26,,8.0,,,FG,1,260.0,4300,Gasoline,,
2501,32520,USA,Power,1990,Bayliner Marine Corp,2655 SUNBRIDGE,STERN,26,,9.5,,,FG,1,330.0,5990,Gasoline,,
2502,32521,USA,Power,1990,Bayliner Marine Corp,2755 SUNBRIDGE,STERN,27,,8.5,,,FG,1,330.0,5200,Gasoline,,
2503,32522,USA,Power,1990,Bayliner Marine Corp,2855 SUNBRIDGE,STERN,28,,9.5,,,FG,1,260.0,6510,Gasoline,,
2504,32523,USA,Power,1990,Bayliner Marine Corp,1504,OUTBD,15,,5.833333333,,,FG,1,50.0,975,Gasoline,,
2505,32524,USA,Power,1990,Bayliner Marine Corp,1804,OUTBD,18,,6.666666667,,,FG,1,150.0,1300,Gasoline,,
2506,32525,USA,Power,1990,Bayliner Marine Corp,1903,OUTBD,19,,7.25,,,FG,1,150.0,1470,Gasoline,,
2507,32526,USA,Power,1990,Bayliner Marine Corp,1904,OUTBD,19,,8.0,,,FG,1,150.0,2000,Gasoline,,
2508,32527,USA,Power,1990,Bayliner Marine Corp,3288,INBD,32,,11.5,,,FG,2,150.0,11500,Diesel,,
2509,32528,USA,Power,1990,Bayliner Marine Corp,3288,INBD,32,,11.5,,,FG,2,240.0,11500,Gasoline,,
2510,32529,USA,Power,1990,Bayliner Marine Corp,3888,INBD,38,,13.41666667,,,FG,2,175.0,17500,Diesel,,
2511,32530,USA,Power,1990,Bayliner Marine Corp,3888,INBD,38,,13.41666667,,,FG,2,330.0,17500,Gasoline,,
2512,32531,USA,Power,1990,Bayliner Marine Corp,4387 AFT CABIN,INBD,43,,14.25,,,FG,2,220.0,19500,Diesel,,
2513,32532,USA,Power,1990,Bayliner Marine Corp,4387 AFT CABIN,INBD,43,,14.25,,,FG,2,330.0,19500,Gasoline,,
2514,32533,USA,Power,1990,Bayliner Marine Corp,4588 PILOT HOUSE,INBD,45,,14.91666667,,,FG,2,330.0,28000,Gasoline,,
2515,32534,USA,Power,1990,Bayliner Marine Corp,4588 PILOT HOUSE,INBD,45,,14.91666667,,,FG,2,220.0,28000,Diesel,,
2516,32535,USA,Power,1990,Bayliner Marine Corp,1903 CC ,OUTBD,19,,7.333333333,,,FG,1,120.0,2100,Gasoline,,
2517,32536,USA,Power,1990,Bayliner Marine Corp,2159 CUDDY,STERN,21,,8.0,,,FG,1,230.0,3450,Gasoline,,
2518,32537,USA,Power,1990,Bayliner Marine Corp,2159 CUDDY ,STERN,21,,8.0,,,FG,1,230.0,3450,Gasoline,,
2519,32538,USA,Power,1990,Bayliner Marine Corp,2302 CUDDY ,OUTBD,23,,8.5,,,FG,1,150.0,3120,Gasoline,,
2520,32539,USA,Power,1990,Bayliner Marine Corp,2302 CUDDY ,OUTBD,23,,8.5,,,FG,2,120.0,3120,Gasoline,,
2521,32540,USA,Power,1990,Bayliner Marine Corp,2302 CUDDY ,OUTBD,23,,8.5,,,FG,1,150.0,3120,Gasoline,,
2522,32541,USA,Power,1990,Bayliner Marine Corp,2302 CUDDY ,OUTBD,23,,8.5,,,FG,2,120.0,3120,Gasoline,,
2523,32542,USA,Power,1990,Bayliner Marine Corp,2459 CUDDY,STERN,24,,8.0,,,FG,1,230.0,4025,Gasoline,,
2524,32543,USA,Power,1989,Bayliner Marine Corp,2955 SUNBRIDGE,STERN,29,,10.5,,,FG,2,235.0,7000,Gasoline,,
2525,32544,USA,Power,1989,Bayliner Marine Corp,2955 SUNBRIDGE,STERN,29,,10.5,,,FG,1,340.0,7000,Gasoline,,
2526,32545,USA,Power,1989,Bayliner Marine Corp,2958 COMMAND BRIDGE,STERN,29,,10.5,,,FG,2,260.0,9246,Gasoline,,
2527,32546,USA,Power,1989,Bayliner Marine Corp,3255 SUNBRIDGE,STERN,32,,11.41666667,,,FG,2,260.0,10200,Gasoline,,
2528,32547,USA,Power,1989,Bayliner Marine Corp,3485 SUNBRIDGE,INBD,34,,12.83333333,,,FG,2,330.0,12000,Gasoline,,
2529,32548,USA,Power,1989,Bayliner Marine Corp,1500 BR ,OUTBD,15,,5.833333333,,,FG,1,50.0,975,Gasoline,,
2530,32549,USA,Power,1989,Bayliner Marine Corp,1700 BR ,OUTBD,17,,7.0,,,FG,1,85.0,1475,Gasoline,,
2531,32550,USA,Power,1989,Bayliner Marine Corp,1702 CUDDY ,OUTBD,17,,7.0,,,FG,1,85.0,1475,Gasoline,,
2532,32551,USA,Power,1989,Bayliner Marine Corp,1750 BR ,STERN,17,,7.0,,,FG,1,128.0,1780,Gasoline,,
2533,32552,USA,Power,1989,Bayliner Marine Corp,1770 BR ,LDR,17,,7.0,,,FG,1,85.0,1600,Gasoline,,
2534,32553,USA,Power,1989,Bayliner Marine Corp,1900 BR ,OUTBD,19,,7.333333333,,,FG,1,125.0,1655,Gasoline,,
2535,32554,USA,Power,1989,Bayliner Marine Corp,1901 BR SKI ,OUTBD,19,,7.25,,,FG,1,125.0,1470,Gasoline,,
2536,32555,USA,Power,1989,Bayliner Marine Corp,1902 CUDDY ,OUTBD,19,,7.333333333,,,FG,1,125.0,1755,Gasoline,,
2537,32556,USA,Power,1989,Bayliner Marine Corp,1950 BR ,STERN,19,,7.333333333,,,FG,1,200.0,2150,Gasoline,,
2538,32557,USA,Power,1989,Bayliner Marine Corp,1952 CUDDY,STERN,19,,7.333333333,,,FG,1,200.0,2325,Gasoline,,
2539,32558,USA,Power,1989,Bayliner Marine Corp,1952 CUDDY ,STERN,19,,7.333333333,,,FG,1,200.0,2325,Gasoline,,
2540,32559,USA,Power,1989,Bayliner Marine Corp,1970 BR ,LDR,19,,7.333333333,,,FG,1,125.0,1780,Gasoline,,
2541,32560,USA,Power,1989,Bayliner Marine Corp,2150 BR ,STERN,21,,8.0,,,FG,1,235.0,2525,Gasoline,,
2542,32561,USA,Power,1989,Bayliner Marine Corp,2152 CUDDY,STERN,21,,8.0,,,FG,1,235.0,2620,Gasoline,,
2543,32562,USA,Power,1989,Bayliner Marine Corp,2152 CUDDY ,STERN,21,,8.0,,,FG,1,235.0,2620,Gasoline,,
2544,32563,USA,Power,1989,Bayliner Marine Corp,2081 SKI ,INBD,21,,8.0,,,FG,1,240.0,3500,Gasoline,,
2545,32564,USA,Power,1989,Bayliner Marine Corp,2155 SUNBRIDGE,STERN,21,,8.0,,,FG,1,235.0,3400,Gasoline,,
2546,32565,USA,Power,1989,Bayliner Marine Corp,2155 SUNBRIDGE ,STERN,21,,8.0,,,FG,1,235.0,3400,Gasoline,,
2547,32566,USA,Power,1989,Bayliner Marine Corp,2455 SUNBRIDGE,STERN,24,,8.0,,,FG,1,260.0,4250,Gasoline,,
2548,32567,USA,Power,1989,Bayliner Marine Corp,2556 COMMAND BRIDGE,STERN,25,,9.5,,,FG,1,260.0,5685,Gasoline,,
2549,32568,USA,Power,1989,Bayliner Marine Corp,2655 SUNBRIDGE,STERN,26,,9.5,,,FG,1,260.0,5990,Gasoline,,
2550,32569,USA,Power,1989,Bayliner Marine Corp,2755 SUNBRIDGE,STERN,27,,8.5,,,FG,1,235.0,5200,Gasoline,,
2551,32570,USA,Power,1989,Bayliner Marine Corp,2855 SUNBRIDGE,STERN,28,,10.0,,,FG,1,260.0,6250,Gasoline,,
2552,32571,USA,Power,1989,Bayliner Marine Corp,2858 COMMAND BRIDGE,STERN,28,,10.0,,,FG,1,340.0,6980,Gasoline,,
2553,32572,USA,Power,1989,Bayliner Marine Corp,1504,OUTBD,15,,5.833333333,,,FG,1,50.0,975,Gasoline,,
2554,32573,USA,Power,1989,Bayliner Marine Corp,1704,OUTBD,17,,6.666666667,,,FG,1,85.0,1300,Gasoline,,
2555,32574,USA,Power,1989,Bayliner Marine Corp,1804,OUTBD,18,,7.25,,,FG,1,125.0,1470,Gasoline,,
2556,32575,USA,Power,1989,Bayliner Marine Corp,1903,OUTBD,19,,8.0,,,FG,1,150.0,2000,Gasoline,,
2557,32576,USA,Power,1989,Bayliner Marine Corp,3288,INBD,32,,11.5,,,FG,2,225.0,11200,Gasoline,,
2558,32577,USA,Power,1989,Bayliner Marine Corp,3288,INBD,32,,11.5,,,FG,2,135.0,11200,Diesel,,
2559,32578,USA,Power,1989,Bayliner Marine Corp,3888,INBD,38,,13.41666667,,,FG,2,240.0,17500,Gasoline,,
2560,32579,USA,Power,1989,Bayliner Marine Corp,3888,INBD,38,,13.41666667,,,FG,2,175.0,17500,Diesel,,
2561,32580,USA,Power,1989,Bayliner Marine Corp,4285,INBD,42,,14.33333333,,,FG,2,330.0,22400,Gasoline,,
2562,32581,USA,Power,1989,Bayliner Marine Corp,4285,INBD,42,,14.33333333,,,FG,2,400.0,22400,Diesel,,
2563,32582,USA,Power,1989,Bayliner Marine Corp,4588,INBD,45,,14.91666667,,,FG,2,220.0,28000,Diesel,,
2564,32583,USA,Power,1989,Bayliner Marine Corp,4588 SPECIAL EDITION,INBD,45,,14.91666667,,,FG,2,330.0,28000,Gasoline,,
2565,32584,USA,Power,1989,Bayliner Marine Corp,1903 CC ,OUTBD,19,,7.333333333,,,FG,1,125.0,2100,Gasoline,,
2566,32585,USA,Power,1989,Bayliner Marine Corp,2102 CUDDY ,OUTBD,21,,8.0,,,FG,1,125.0,2930,Gasoline,,
2567,32586,USA,Power,1989,Bayliner Marine Corp,2102 CUDDY ,OUTBD,21,,8.0,,,FG,2,125.0,2930,Gasoline,,
2568,32587,USA,Power,1989,Bayliner Marine Corp,2103 CC ,OUTBD,21,,8.0,,,FG,1,125.0,2375,Gasoline,,
2569,32588,USA,Power,1989,Bayliner Marine Corp,2103 CC ,OUTBD,21,,8.0,,,FG,2,85.0,2375,Gasoline,,
2570,32589,USA,Power,1989,Bayliner Marine Corp,2159 CUDDY,STERN,21,,8.0,,,FG,1,235.0,3450,Gasoline,,
2571,32590,USA,Power,1989,Bayliner Marine Corp,2159 CUDDY ,STERN,21,,8.0,,,FG,1,235.0,3450,Gasoline,,
2572,32591,USA,Power,1989,Bayliner Marine Corp,2302 CUDDY ,OUTBD,23,,8.5,,,FG,1,150.0,3120,Gasoline,,
2573,32592,USA,Power,1989,Bayliner Marine Corp,2302 CUDDY ,OUTBD,23,,8.5,,,FG,2,125.0,3120,Gasoline,,
2574,32593,USA,Power,1989,Bayliner Marine Corp,2302 CUDDY ,OUTBD,23,,8.5,,,FG,2,125.0,3120,Gasoline,,
2575,32594,USA,Power,1989,Bayliner Marine Corp,2302 CUDDY ,OUTBD,23,,8.5,,,FG,1,150.0,3120,Gasoline,,
2576,32595,USA,Power,1989,Bayliner Marine Corp,2459 OFFSHORE,STERN,24,,8.0,,,FG,1,235.0,4025,Gasoline,,
2577,32596,USA,Power,1989,Bayliner Marine Corp,3486 CONVERTIBLE,INBD,34,,12.83333333,,,FG,2,220.0,13000,Diesel,,
2578,32597,USA,Power,1989,Bayliner Marine Corp,3486 CONVERTIBLE,INBD,34,,12.83333333,,,FG,2,330.0,13000,Gasoline,,
2579,32598,USA,Power,1988,Bayliner Marine Corp,2955 SUNBRIDGE,STERN,29,,10.5,,,FG,2,230.0,9246,Gasoline,,
2580,32599,USA,Power,1988,Bayliner Marine Corp,2955 SUNBRIDGE,STERN,29,,10.5,,,FG,1,340.0,7000,Gasoline,,
2581,32600,USA,Power,1988,Bayliner Marine Corp,2958 COMMAND BRIDGE,STERN,29,,10.5,,,FG,2,260.0,9246,Gasoline,,
2582,32601,USA,Power,1988,Bayliner Marine Corp,3255 SUNBRIDGE,STERN,32,,11.41666667,,,FG,2,260.0,10200,Gasoline,,
2583,32602,USA,Power,1988,Bayliner Marine Corp,3415 SUNBRIDGE,INBD,34,,12.83333333,,,FG,2,330.0,12000,Gasoline,,
2584,32603,USA,Power,1988,Bayliner Marine Corp,1504,OUTBD,15,,5.833333333,,,FG,1,50.0,975,Gasoline,,
2585,32604,USA,Power,1988,Bayliner Marine Corp,1704 FISH & SKI ,OUTBD,17,,6.666666667,,,FG,1,85.0,1300,Gasoline,,
2586,32605,USA,Power,1988,Bayliner Marine Corp,1709 PRO ,OUTBD,17,,6.666666667,,,FG,1,85.0,1300,Gasoline,,
2587,32606,USA,Power,1988,Bayliner Marine Corp,1804 FISH & SKI ,OUTBD,18,,7.25,,,FG,1,125.0,1470,Gasoline,,
2588,32607,USA,Power,1988,Bayliner Marine Corp,1809 PRO ,OUTBD,18,,7.25,,,FG,1,125.0,1470,Gasoline,,
2589,32608,USA,Power,1988,Bayliner Marine Corp,1500 BR ,OUTBD,15,,5.833333333,,,FG,1,50.0,975,Gasoline,,
2590,32609,USA,Power,1988,Bayliner Marine Corp,1700 BR ,OUTBD,17,,7.0,,,FG,1,85.0,1475,Gasoline,,
2591,32610,USA,Power,1988,Bayliner Marine Corp,1702 CUDDY ,OUTBD,17,,7.0,,,FG,1,85.0,1475,Gasoline,,
2592,32611,USA,Power,1988,Bayliner Marine Corp,1750 BR ,STERN,17,,7.0,,,FG,1,128.0,1780,Gasoline,,
2593,32612,USA,Power,1988,Bayliner Marine Corp,1900 BR ,OUTBD,19,,7.333333333,,,FG,1,125.0,1655,Gasoline,,
2594,32613,USA,Power,1988,Bayliner Marine Corp,1902 CUDDY ,OUTBD,19,,7.333333333,,,FG,1,125.0,1775,Gasoline,,
2595,32614,USA,Power,1988,Bayliner Marine Corp,1950 BR ,STERN,19,,7.333333333,,,FG,1,230.0,2150,Gasoline,,
2596,32615,USA,Power,1988,Bayliner Marine Corp,1952 CUDDY,STERN,19,,7.333333333,,,FG,1,230.0,2325,Gasoline,,
2597,32616,USA,Power,1988,Bayliner Marine Corp,1952 CUDDY ,STERN,19,,7.333333333,,,FG,1,230.0,2325,Gasoline,,
2598,32617,USA,Power,1988,Bayliner Marine Corp,2150 BR ,STERN,21,,8.0,,,FG,1,230.0,2525,Gasoline,,
2599,32618,USA,Power,1988,Bayliner Marine Corp,2152 CUDDY,STERN,21,,8.0,,,FG,1,230.0,2620,Gasoline,,
2600,32619,USA,Power,1988,Bayliner Marine Corp,2152 CUDDY ,STERN,21,,8.0,,,FG,1,230.0,2620,Gasoline,,
2601,32620,USA,Power,1988,Bayliner Marine Corp,2155 SUNBRIDGE,STERN,21,,8.0,,,FG,1,230.0,3125,Gasoline,,
2602,32621,USA,Power,1988,Bayliner Marine Corp,2155 SUNBRIDGE ,STERN,21,,8.0,,,FG,1,230.0,3125,Gasoline,,
2603,32622,USA,Power,1988,Bayliner Marine Corp,2455 SUNBRIDGE,STERN,24,,8.0,,,FG,1,260.0,3675,Gasoline,,
2604,32623,USA,Power,1988,Bayliner Marine Corp,2556 CONVERTIBLE,STERN,25,,9.5,,,FG,1,260.0,5350,Gasoline,,
2605,32624,USA,Power,1988,Bayliner Marine Corp,2655 SUNBRIDGE,STERN,26,,9.5,,,FG,1,260.0,5100,Gasoline,,
2606,32625,USA,Power,1988,Bayliner Marine Corp,2855 SUNBRIDGE,STERN,28,,10.0,,,FG,1,260.0,5775,Gasoline,,
2607,32626,USA,Power,1988,Bayliner Marine Corp,2858 COMMAND BRIDGE,STERN,28,,10.0,,,FG,1,340.0,5994,Gasoline,,
2608,32627,USA,Power,1988,Bayliner Marine Corp,1800 BR ,OUTBD,18,,7.25,,,FG,1,125.0,1470,Gasoline,,
2609,32628,USA,Power,1988,Bayliner Marine Corp,2251 CB ,STERN,22,,7.916666667,,,FG,1,260.0,2300,Gasoline,,
2610,32629,USA,Power,1988,Bayliner Marine Corp,3218,INBD,32,,11.5,,,FG,2,135.0,11200,Diesel,,
2611,32630,USA,Power,1988,Bayliner Marine Corp,3218,INBD,32,,11.5,,,FG,2,225.0,11200,Gasoline,,
2612,32631,USA,Power,1988,Bayliner Marine Corp,3818,INBD,38,,13.41666667,,,FG,2,175.0,17500,Diesel,,
2613,32632,USA,Power,1988,Bayliner Marine Corp,4518,INBD,45,,14.91666667,,,FG,2,220.0,28000,Diesel,,
