,Select Field #1,Select Field #2,Select Field #3,Select Field #4,Select Field #5,Select Field #6,,,,
id,Boat_Make,model,made_year,length,Footage_bin,beam,,,,
6556,Four Winns,214 FUNSHIP,2001,21,<24',8.5,,,,
6557,Four Winns,210 HORIZON,2001,22,<24',8.5,,,,
6558,Four Winns,215 SUNDOWNER,2001,22,<24',8.5,,,,
6559,Four Winns,230 HORIZON,2001,24,<24',8.5,,,,
6560,Four Winns,234 FUNSHIP,2001,24,<24',8.5,,,,
6561,Four Winns,235 SUNDOWNER,2001,24,<24',8.5,,,,
6562,Four Winns,248 VISTA,2001,26,25' to 34',8.5,,,,
6563,Four Winns,260 HORIZON,2001,26,25' to 34',8.5,,,,
6564,Four Winns,265 SUNDOWNER,2001,26,25' to 34',8.5,,,,
6565,Four Winns,254 FUNSHIP,2001,27,25' to 34',8.5,,,,
6566,Four Winns,268 VISTA,2001,28,25' to 34',8.5,,,,
6567,Four Winns,280 HORIZON,2001,28,25' to 34',9.333333333,,,,
6568,Four Winns,285 SUNDOWNER,2001,31,25' to 34',9.333333333,,,,
6569,Four Winns,298 VISTA,2001,31,25' to 34',10.5,,,,
6570,Four Winns,328 VISTA,2001,35,35' to 44',11.75,,,,
6571,Four Winns,338 VISTA,2001,36,35' to 44',11.75,,,,
6572,Four Winns,170 HORIZON,2000,17,<24',7.5,,,,
6573,Four Winns,180 HORIZON,2000,18,<24',8,,,,
6574,Four Winns,190 HORIZON,2000,19,<24',8,,,,
6575,Four Winns,200 HORIZON,2000,20,<24',8.083333333,,,,
6576,Four Winns,205 SUNDOWNER,2000,21,<24',8.083333333,,,,
6577,Four Winns,208 LIBERTY,2000,21,<24',8.083333333,,,,
6578,Four Winns,214 FUNSHIP,2000,21,<24',8.5,,,,
6579,Four Winns,210 HORIZON,2000,22,<24',8.5,,,,
6580,Four Winns,215 SUNDOWNER,2000,22,<24',8.5,,,,
6581,Four Winns,234 FUNSHIP,2000,23,<24',8.5,,,,
6582,Four Winns,238 VISTA,2000,23,<24',8,,,,
6583,Four Winns,230 HORIZON,2000,24,<24',8.5,,,,
6584,Four Winns,235 SUNDOWNER,2000,24,<24',8.5,,,,
6585,Four Winns,248 VISTA,2000,26,25' to 34',8.5,,,,
6586,Four Winns,254 FUNSHIP,2000,26,25' to 34',8.5,,,,
6587,Four Winns,260 HORIZON,2000,26,25' to 34',8.5,,,,
6588,Four Winns,265 SUNDOWNER,2000,26,25' to 34',8.5,,,,
6589,Four Winns,268 VISTA,2000,28,25' to 34',8.5,,,,
6590,Four Winns,280 HORIZON,2000,28,25' to 34',9.333333333,,,,
6591,Four Winns,285 SUNDOWNER,2000,28,25' to 34',9.333333333,,,,
6592,Four Winns,298 VISTA,2000,31,25' to 34',10.5,,,,
6593,Four Winns,328 VISTA,2000,35,35' to 44',11.75,,,,
6594,Four Winns,338 VISTA,2000,36,35' to 44',11.75,,,,
6595,Four Winns,170 HORIZON,1999,17,<24',7.5,,,,
6596,Four Winns,180 HORIZON,1999,18,<24',8,,,,
6597,Four Winns,190 HORIZON,1999,19,<24',8,,,,
6598,Four Winns,200 HORIZON,1999,20,<24',8.083333333,,,,
6599,Four Winns,205 SUNDOWNER,1999,21,<24',8.083333333,,,,
6600,Four Winns,208 LIBERTY,1999,21,<24',8.083333333,,,,
6601,Four Winns,214 CANDIA FS,1999,21,<24',8.5,,,,
6602,Four Winns,220 HORIZON,1999,22,<24',8.333333333,,,,
6603,Four Winns,225 SUNDOWNER,1999,22,<24',8.333333333,,,,
6604,Four Winns,234 CANDIA FS,1999,23,<24',8.5,,,,
6605,Four Winns,238 VISTA,1999,23,<24',8,,,,
6606,Four Winns,240 HORIZON,1999,24,<24',8.5,,,,
6607,Four Winns,245 SUNDOWNER,1999,24,<24',8.5,,,,
6608,Four Winns,248 VISTA,1999,24,<24',8.5,,,,
6609,Four Winns,258 VISTA,1999,25,25' to 34',8.5,,,,
6610,Four Winns,254 CANDIA FS,1999,26,25' to 34',8.5,,,,
6611,Four Winns,268 VISTA,1999,26,25' to 34',8.5,,,,
6612,Four Winns,298 VISTA,1999,28,25' to 34',10.5,,,,
6613,Four Winns,328 VISTA,1999,33,25' to 34',11.75,,,,
6614,Four Winns,QX,1998,17,<24',7.5,,,,
6615,Four Winns,HORIZON RS,1998,18,<24',8,,,,
6616,Four Winns,RX,1998,18,<24',8,,,,
6617,Four Winns,195 SUNDOWNER,1998,19,<24',7.25,,,,
6618,Four Winns,200 HORIZON,1998,20,<24',8.083333333,,,,
6619,Four Winns,205 SUNDOWNER,1998,21,<24',8.083333333,,,,
6620,Four Winns,CANDIA FS,1998,21,<24',8.5,,,,
6621,Four Winns,220 HORIZON,1998,22,<24',8.333333333,,,,
6622,Four Winns,225 SUNDOWNER,1998,23,<24',8.333333333,,,,
6623,Four Winns,238 VISTA,1998,23,<24',8,,,,
6624,Four Winns,240 HORIZON,1998,24,<24',8.5,,,,
6625,Four Winns,245 SUNDOWNER,1998,24,<24',8.5,,,,
6626,Four Winns,258 VISTA,1998,25,25' to 34',8.5,,,,
6627,Four Winns,278 VISTA,1998,27,25' to 34',9.333333333,,,,
6628,Four Winns,FLING,1997,14,<24',6.333333333,,,,
6629,Four Winns,171 UNLIMITED,1997,17,<24',6.916666667,,,,
6630,Four Winns,HORIZON QX,1997,17,<24',7,,,,
6631,Four Winns,HORIZON QX,1997,17,<24',7.5,,,,
6632,Four Winns,HORIZON RS,1997,18,<24',8,,,,
6633,Four Winns,HORIZON RX,1997,18,<24',8,,,,
6634,Four Winns,191 UNLIMITED,1997,19,<24',7,,,,
6635,Four Winns,195 SUNDOWNER,1997,19,<24',7.25,,,,
6636,Four Winns,200 HORIZON,1997,20,<24',8.083333333,,,,
6637,Four Winns,203 COAST RUNNER,1997,20,<24',7.333333333,,,,
6638,Four Winns,205 SUNDOWNER,1997,20,<24',8.083333333,,,,
6639,Four Winns,214 CANDIA FS,1997,21,<24',8,,,,
6640,Four Winns,220 HORIZON,1997,22,<24',8.333333333,,,,
6641,Four Winns,225 SUNDOWNER,1997,22,<24',8.333333333,,,,
6642,Four Winns,238 VISTA,1997,23,<24',8,,,,
6643,Four Winns,240 HORIZON,1997,24,<24',8.5,,,,
6644,Four Winns,243 COAST RUNNER,1997,24,<24',8.5,,,,
6645,Four Winns,245 SUNDOWNER,1997,24,<24',8.5,,,,
6646,Four Winns,258 VISTA,1997,25,25' to 34',8.5,,,,
6647,Four Winns,278 VISTA,1997,27,25' to 34',9.333333333,,,,
6648,Four Winns,FLING,1996,14,<24',6.333333333,,,,
6649,Four Winns,170 HORIZON,1996,17,<24',7,,,,
6650,Four Winns,171 UNLIMITED,1996,17,<24',6.916666667,,,,
6651,Four Winns,190 HORIZON,1996,19,<24',7.25,,,,
6652,Four Winns,190 HORIZON,1996,19,<24',8,,,,
6653,Four Winns,191 UNLIMITED,1996,19,<24',7,,,,
6654,Four Winns,195 SUNDOWNER,1996,19,<24',7.25,,,,
6655,Four Winns,199 HORIZON TURBINE,1996,19,<24',8,,,,
6656,Four Winns,200 HORIZON,1996,20,<24',7.333333333,,,,
6657,Four Winns,200 HORIZON,1996,20,<24',8.083333333,,,,
6658,Four Winns,203 COAST RUNNER,1996,20,<24',7.333333333,,,,
6659,Four Winns,205 SUNDOWNER,1996,20,<24',8.083333333,,,,
6660,Four Winns,214 CANDIA,1996,20,<24',8,,,,
6661,Four Winns,220 HORIZON,1996,22,<24',8.333333333,,,,
6662,Four Winns,225 SUNDOWNER,1996,22,<24',8.333333333,,,,
6663,Four Winns,238 VISTA,1996,23,<24',8,,,,
6664,Four Winns,240 HORIZON,1996,24,<24',8.5,,,,
6665,Four Winns,245 SUNDOWNER,1996,24,<24',8.5,,,,
6666,Four Winns,258 VISTA,1996,25,25' to 34',8.5,,,,
6667,Four Winns,278 VISTA,1996,27,25' to 34',9.333333333,,,,
6668,Four Winns,FLING,1995,14,<24',6.333333333,,,,
6669,Four Winns,FREEDOM 170,1995,17,<24',7,,,,
6670,Four Winns,190 HORIZON,1995,19,<24',7.25,,,,
6671,Four Winns,195 SUNDOWNER,1995,19,<24',7.25,,,,
6672,Four Winns,200 HORIZON,1995,20,<24',7.333333333,,,,
6673,Four Winns,200 HORIZON,1995,20,<24',8.083333333,,,,
6674,Four Winns,203 COAST RUNNER,1995,20,<24',7.333333333,,,,
6675,Four Winns,205 SUNDOWNER,1995,20,<24',7.333333333,,,,
6676,Four Winns,205 SUNDOWNER,1995,20,<24',8.333333333,,,,
6677,Four Winns,214 CANDIA,1995,20,<24',8,,,,
6678,Four Winns,220 HORIZON,1995,22,<24',7.75,,,,
6679,Four Winns,225 SUNDOWNER,1995,22,<24',7.75,,,,
6680,Four Winns,238 VISTA,1995,23,<24',8,,,,
6681,Four Winns,240 HORIZON,1995,24,<24',8.333333333,,,,
6682,Four Winns,245 SUNDOWNER,1995,24,<24',8.333333333,,,,
6683,Four Winns,258 VISTA,1995,25,25' to 34',8.5,,,,
6684,Four Winns,278 VISTA,1995,27,25' to 34',9.333333333,,,,
6685,Four Winns,FLING,1994,14,<24',6.333333333,,,,
6686,Four Winns,FREEDOM 170,1994,17,<24',7,,,,
6687,Four Winns,180 HORIZON,1994,18,<24',7.25,,,,
6688,Four Winns,190 HORIZON,1994,19,<24',7.333333333,,,,
6689,Four Winns,190 HORIZON,1994,19,<24',7.25,,,,
6690,Four Winns,194 CANDIA,1994,19,<24',7.666666667,,,,
6691,Four Winns,195 SUNDOWNER,1994,19,<24',7.25,,,,
6692,Four Winns,214 CANDIA,1994,20,<24',8,,,,
6693,Four Winns,201 LIBERATOR,1994,21,<24',7.666666667,,,,
6694,Four Winns,210 HORIZON,1994,21,<24',7.75,,,,
6695,Four Winns,215 SUNDOWNER,1994,21,<24',7.75,,,,
6696,Four Winns,221 LIBERATOR,1994,23,<24',8.333333333,,,,
6697,Four Winns,230 HORIZON,1994,23,<24',8.333333333,,,,
6698,Four Winns,238 VISTA,1994,23,<24',8,,,,
6699,Four Winns,235 SUNDOWNER,1994,24,<24',8.333333333,,,,
6700,Four Winns,258 VISTA,1994,25,25' to 34',8.5,,,,
6701,Four Winns,278 VISTA,1994,27,25' to 34',9.333333333,,,,
6702,Four Winns,180 FREEDOM,1993,18,<24',7.25,,,,
6703,Four Winns,190 HORIZON,1993,19,<24',7.25,,,,
6704,Four Winns,195 SUNDOWNER,1993,19,<24',7.333333333,,,,
6705,Four Winns,190 CANDIA,1993,20,<24',7.666666667,,,,
6706,Four Winns,201 LIBERATOR,1993,21,<24',7.666666667,,,,
6707,Four Winns,210 HORIZON,1993,21,<24',7.75,,,,
6708,Four Winns,215 SUNDOWNER,1993,21,<24',7.75,,,,
6709,Four Winns,210 CANDIA,1993,22,<24',8,,,,
6710,Four Winns,221 LIBERATOR,1993,23,<24',8.333333333,,,,
6711,Four Winns,230 HORIZON,1993,24,<24',8.333333333,,,,
6712,Four Winns,235 SUNDOWNER,1993,24,<24',8.5,,,,
6713,Four Winns,245 VISTA,1993,24,<24',8.5,,,,
6714,Four Winns,265 VISTA,1993,26,25' to 34',8.5,,,,
6715,Four Winns,285 EXPRESS CRUISER,1993,29,25' to 34',10.16666667,,,,
6716,Four Winns,315 EXPRESS CRUISER,1993,31,25' to 34',11,,,,
6717,Four Winns,325 EXPRESS CRUISER,1993,32,25' to 34',11,,,,
6718,Four Winns,365 EXPRESS CRUISER,1993,39,35' to 44',13.16666667,,,,
6719,Four Winns,180 CANDIA,1992,18,<24',7.666666667,,,,
6720,Four Winns,180 FREEDOM CLOSED,1992,18,<24',7.25,,,,
6721,Four Winns,180 FREEDOM,1992,18,<24',7.25,,,,
6722,Four Winns,187 QUEST DLX,1992,18,<24',7.666666667,,,,
6723,Four Winns,187 QUEST,1992,18,<24',7.666666667,,,,
6724,Four Winns,190 HORIZON,1992,19,<24',7.25,,,,
6725,Four Winns,195 SUNDOWNER,1992,19,<24',7.25,,,,
6726,Four Winns,200 CANDIA,1992,20,<24',7.666666667,,,,
6727,Four Winns,200 HORIZON,1992,20,<24',7.666666667,,,,
6728,Four Winns,207 QUEST DLX,1992,20,<24',8.166666667,,,,
6729,Four Winns,207 QUEST,1992,20,<24',8.166666667,,,,
6730,Four Winns,217 QUEST DLX,1992,20,<24',8.5,,,,
6731,Four Winns,217 QUEST,1992,20,<24',8.5,,,,
6732,Four Winns,200 HORIZON CONV,1992,21,<24',7.666666667,,,,
6733,Four Winns,200 HORIZON,1992,21,<24',7.666666667,,,,
6734,Four Winns,201 LIBERATOR,1992,21,<24',7.666666667,,,,
6735,Four Winns,205 SUNDOWNER,1992,21,<24',7.666666667,,,,
6736,Four Winns,220 HORIZON,1992,23,<24',8.333333333,,,,
6737,Four Winns,221 LIBERATOR,1992,23,<24',8.333333333,,,,
6738,Four Winns,225 SUNDOWNER,1992,23,<24',8.333333333,,,,
6739,Four Winns,237 QUEST DLX,1992,23,<24',9,,,,
6740,Four Winns,237 QUEST,1992,23,<24',9,,,,
6741,Four Winns,235 VISTA,1992,24,<24',8.5,,,,
6742,Four Winns,257 QUEST DLX,1992,25,25' to 34',9.416666667,,,,
6743,Four Winns,257 QUEST,1992,25,25' to 34',9.416666667,,,,
6744,Four Winns,251 LIBERATOR,1992,26,25' to 34',8.5,,,,
6745,Four Winns,255 SUNDOWNER,1992,26,25' to 34',8.5,,,,
6746,Four Winns,265 VISTA,1992,26,25' to 34',8.5,,,,
6747,Four Winns,285 EXPRESS CRUISER,1992,28,25' to 34',10.16666667,,,,
6748,Four Winns,315 EXPRESS CRUISER,1992,31,25' to 34',11,,,,
6749,Four Winns,325 EXPRESS CRUISER,1992,32,25' to 34',11,,,,
6750,Four Winns,365 EXPRESS CRUISER,1992,39,35' to 44',13.16666667,,,,
6751,Four Winns,170 FREEDOM CLOSED BOW,1991,17,<24',7.25,,,,
6752,Four Winns,170 FREEDOM CLSD BOW,1991,17,<24',7.25,,,,
6753,Four Winns,170 FREEDOM,1991,17,<24',7.25,,,,
6754,Four Winns,180 CANDIA,1991,18,<24',7.666666667,,,,
6755,Four Winns,180 HORIZON CONV,1991,18,<24',7.25,,,,
6756,Four Winns,180 HORIZON,1991,18,<24',7.25,,,,
6757,Four Winns,190 FREEDOM,1991,20,<24',7.25,,,,
6758,Four Winns,195 FREEDOM,1991,20,<24',7.25,,,,
6759,Four Winns,200 CANDIA,1991,20,<24',7.666666667,,,,
6760,Four Winns,207 QUEST,1991,20,<24',8.166666667,,,,
6761,Four Winns,217 QUEST,1991,20,<24',8.5,,,,
6762,Four Winns,200 HORIZON CONV,1991,21,<24',7.666666667,,,,
6763,Four Winns,200 HORIZON,1991,21,<24',7.666666667,,,,
6764,Four Winns,201 LIBERATOR,1991,21,<24',7.666666667,,,,
6765,Four Winns,205 SUNDOWNER,1991,21,<24',7.666666667,,,,
6766,Four Winns,220 HORIZON,1991,23,<24',8.333333333,,,,
6767,Four Winns,221 LIBERATOR,1991,23,<24',8.333333333,,,,
6768,Four Winns,225 SUNDOWNER,1991,23,<24',8.333333333,,,,
6769,Four Winns,237 QUEST,1991,23,<24',9,,,,
6770,Four Winns,235 VISTA,1991,24,<24',8.5,,,,
6771,Four Winns,257 QUEST,1991,25,25' to 34',9.416666667,,,,
6772,Four Winns,251 LIBERATOR,1991,26,25' to 34',8.5,,,,
6773,Four Winns,255 SUNDOWNER,1991,26,25' to 34',8.5,,,,
6774,Four Winns,265 VISTA,1991,26,25' to 34',8.5,,,,
6775,Four Winns,285 EXPRESS CRUISER,1991,28,25' to 34',10.16666667,,,,
6776,Four Winns,315 EXPRESS CRUISER,1991,31,25' to 34',11,,,,
6777,Four Winns,325 EXPRESS CRUISER,1991,32,25' to 34',11,,,,
6778,Four Winns,150 FREEDOM,1990,15,<24',6.083333333,,,,
6779,Four Winns,170 FREEDOM CLOSED BOW,1990,17,<24',7.25,,,,
6780,Four Winns,170 FREEDOM CLSD BOW,1990,17,<24',7.25,,,,
6781,Four Winns,170 FREEDOM,1990,17,<24',7.25,,,,
6782,Four Winns,180 HORIZON CONV,1990,18,<24',7.25,,,,
6783,Four Winns,180 HORIZON,1990,18,<24',7.25,,,,
6784,Four Winns,180 CANDIA,1990,20,<24',7.666666667,,,,
6785,Four Winns,190 FREEDOM,1990,20,<24',7.25,,,,
6786,Four Winns,195 FREEDOM,1990,20,<24',7.25,,,,
6787,Four Winns,207 QUEST CC,1990,20,<24',8.333333333,,,,
6788,Four Winns,207 QUEST DC,1990,20,<24',8.333333333,,,,
6789,Four Winns,200 HORIZON CONV,1990,21,<24',7.666666667,,,,
6790,Four Winns,200 HORIZON,1990,21,<24',7.666666667,,,,
6791,Four Winns,201 LIBERATOR,1990,21,<24',7.666666667,,,,
6792,Four Winns,201 LIBERATR 2 PLUS 2,1990,21,<24',7.666666667,,,,
6793,Four Winns,205 SUNDOWNER,1990,21,<24',7.666666667,,,,
6794,Four Winns,200 CANDIA,1990,22,<24',8,,,,
6795,Four Winns,220 HORIZON,1990,23,<24',8.333333333,,,,
6796,Four Winns,221 LIBERATOR,1990,23,<24',8.333333333,,,,
6797,Four Winns,225 SUNDOWNER,1990,23,<24',8.333333333,,,,
6798,Four Winns,245 VISTA,1990,24,<24',8.5,,,,
6799,Four Winns,251 LIBERATOR,1990,26,25' to 34',8.5,,,,
6800,Four Winns,255 SUNDOWNER,1990,26,25' to 34',8.5,,,,
6801,Four Winns,261 LIBERATOR,1990,26,25' to 34',8,,,,
6802,Four Winns,265 VISTA,1990,26,25' to 34',8.5,,,,
6803,Four Winns,285 VISTA,1990,29,25' to 34',10.16666667,,,,
6804,Four Winns,285 VISTA SE,1990,29,25' to 34',10.16666667,,,,
6805,Four Winns,315 VISTA,1990,31,25' to 34',11,,,,
6806,Four Winns,150 FREEDOM,1989,15,<24',6.083333333,,,,
6807,Four Winns,160 FREEDOM,1989,16,<24',7.166666667,,,,
6808,Four Winns,170 FREEDOM,1989,17,<24',7.25,,,,
6809,Four Winns,180 HORIZON,1989,18,<24',7.25,,,,
6810,Four Winns,180 CANDIA DECK BOAT,1989,20,<24',7.666666667,,,,
6811,Four Winns,190 FREEDOM,1989,20,<24',7.25,,,,
6812,Four Winns,195 FREEDOM,1989,20,<24',7.25,,,,
6813,Four Winns,207 QUEST CC,1989,20,<24',8.333333333,,,,
6814,Four Winns,207 QUEST DC,1989,20,<24',8.333333333,,,,
6815,Four Winns,200 HORIZON,1989,21,<24',7.666666667,,,,
6816,Four Winns,201 LIBERATOR,1989,21,<24',7.666666667,,,,
6817,Four Winns,205 SUNDOWNER,1989,21,<24',7.666666667,,,,
6818,Four Winns,210 HORIZON,1989,21,<24',8,,,,
6819,Four Winns,211 LIBERATOR,1989,21,<24',8,,,,
6820,Four Winns,215 SUNDOWNER,1989,21,<24',8,,,,
6821,Four Winns,200 CANDIA DECK BOAT,1989,22,<24',8,,,,
6822,Four Winns,225 SUNDOWNER,1989,22,<24',8,,,,
6823,Four Winns,235 SUNDOWNER,1989,24,<24',8.5,,,,
6824,Four Winns,241 LIBERATOR,1989,24,<24',8.5,,,,
6825,Four Winns,245 VISTA,1989,24,<24',8.5,,,,
6826,Four Winns,251 LIBERATOR,1989,26,25' to 34',8.5,,,,
6827,Four Winns,255 SUNDOWNER,1989,26,25' to 34',8.5,,,,
6828,Four Winns,255 VISTA,1989,26,25' to 34',8.5,,,,
6829,Four Winns,261 LIBERATOR,1989,26,25' to 34',8,,,,
6830,Four Winns,267 QUEST,1989,26,25' to 34',8,,,,
6831,Four Winns,285 VISTA,1989,29,25' to 34',10,,,,
6832,Four Winns,315 VISTA,1989,29,25' to 34',11,,,,
6833,Four Winns,160 FREEDOM,1988,16,<24',7.166666667,,,,
6834,Four Winns,180 HORIZON,1988,18,<24',7.25,,,,
6835,Four Winns,180 CANDIA,1988,20,<24',7.666666667,,,,
6836,Four Winns,200 HORIZON,1988,21,<24',7.666666667,,,,
6837,Four Winns,201 LIBERATOR,1988,21,<24',7.666666667,,,,
6838,Four Winns,205 SUNDOWNER,1988,21,<24',7.666666667,,,,
6839,Four Winns,210 HORIZON,1988,21,<24',8,,,,
6840,Four Winns,211 LIBERATOR,1988,21,<24',8,,,,
6841,Four Winns,215 SUNDOWNER,1988,21,<24',8,,,,
6842,Four Winns,200 CANDIA,1988,22,<24',8,,,,
6843,Four Winns,225 SUNDOWNER,1988,22,<24',8,,,,
6844,Four Winns,235 SUNDOWNER,1988,24,<24',8.5,,,,
6845,Four Winns,241 LIBERATOR,1988,24,<24',8.5,,,,
6846,Four Winns,245 VISTA,1988,24,<24',8.5,,,,
6847,Four Winns,261 LIBERATOR,1988,26,25' to 34',8,,,,
6848,Four Winns,267 QUEST,1988,26,25' to 34',8,,,,
6849,Four Winns,285 VISTA,1988,29,25' to 34',10,,,,
6850,Four Winns,315 VISTA,1988,29,25' to 34',11,,,,
6851,Four Winns,160 FREEDOM,1987,16,<24',7.166666667,,,,
6852,Four Winns,170 CANDIA,1987,17,<24',7.583333333,,,,
6853,Four Winns,170 HORIZON,1987,17,<24',7.583333333,,,,
6854,Four Winns,190 HORIZON,1987,19,<24',7.583333333,,,,
6855,Four Winns,195 SUNDOWNER,1987,19,<24',7.583333333,,,,
6856,Four Winns,200 CANDIA,1987,20,<24',8,,,,
6857,Four Winns,210 HORIZON,1987,21,<24',8,,,,
6858,Four Winns,211 LIBERATOR,1987,21,<24',8,,,,
6859,Four Winns,215 SUNDOWNER,1987,21,<24',8,,,,
6860,Four Winns,225 SUNDOWNER,1987,22,<24',8.666666667,,,,
6861,Four Winns,235 SUNDOWNER,1987,24,<24',8.5,,,,
6862,Four Winns,241 LIBERATOR,1987,24,<24',8.5,,,,
6863,Four Winns,245 VISTA,1987,24,<24',8.5,,,,
6864,Four Winns,261 LIBERATOR,1987,26,25' to 34',8,,,,
6865,Four Winns,267 QUEST,1987,26,25' to 34',8,,,,
6866,Four Winns,160 FREEDOM,1986,16,<24',7.166666667,,,,
6867,Four Winns,160 MARQUISE,1986,16,<24',7.083333333,,,,
6868,Four Winns,170 CANDIA,1986,17,<24',7.583333333,,,,
6869,Four Winns,170 HORIZON,1986,17,<24',7.583333333,,,,
6870,Four Winns,190 CANDIA,1986,19,<24',8,,,,
6871,Four Winns,190 HORIZON,1986,19,<24',7.583333333,,,,
6872,Four Winns,195 HORIZON CUDDY,1986,19,<24',7.583333333,,,,
6873,Four Winns,210 SANTARA CUDDY,1986,21,<24',8,,,,
6874,Four Winns,211 LIBERATOR,1986,21,<24',8,,,,
6875,Four Winns,215 SANTARA CUDDY,1986,21,<24',8.666666667,,,,
6876,Four Winns,225 SUNDOWNER,1986,22,<24',8,,,,
6877,Four Winns,235 SUNDOWNER,1986,24,<24',8.5,,,,
6878,Four Winns,241 LIBERATOR,1986,24,<24',8.5,,,,
6879,Four Winns,245 SUNDOWNER,1986,24,<24',8.5,,,,
6880,Four Winns,261 LIBERATOR,1986,26,25' to 34',8,,,,
6881,Four Winns,267 QUEST,1986,26,25' to 34',8,,,,
6882,Four Winns,150 CATALINA,1985,15,<24',6.583333333,,,,
6883,Four Winns,160 FISH & SKI,1985,16,<24',7.083333333,,,,
6884,Four Winns,160 MARQUISE,1985,16,<24',7.083333333,,,,
6885,Four Winns,170 CANDIA,1985,17,<24',7.583333333,,,,
6886,Four Winns,170 HORIZON,1985,17,<24',7.583333333,,,,
6887,Four Winns,190 HORIZON,1985,19,<24',7.5,,,,
6888,Four Winns,192 SPORT HORIZON,1985,19,<24',7.5,,,,
6889,Four Winns,195 HORIZON CUDDY,1985,19,<24',7.5,,,,
6890,Four Winns,196 HORIZON CUDDY SPORT,1985,19,<24',7.5,,,,
6891,Four Winns,SEAJAUNT,1985,20,<24',8,,,,
6892,Four Winns,201 LIBERATOR,1985,21,<24',8,,,,
6893,Four Winns,201 LIBERATOR LE,1985,21,<24',8,,,,
6894,Four Winns,210 SANTARA CUDDY,1985,21,<24',8,,,,
6895,Four Winns,215 SANTARA CUDDY,1985,21,<24',8,,,,
6896,Four Winns,216 SANTARA CUDDY SPORT,1985,21,<24',8,,,,
6897,Four Winns,217 SANTARA CUDDY FISH,1985,21,<24',8,,,,
6898,Four Winns,225 SUNDOWNER,1985,22,<24',8,,,,
6899,Four Winns,226 SUNDOWNER SPORT,1985,22,<24',8,,,,
6900,Four Winns,227 SUNDOWNER FISH,1985,22,<24',8,,,,
6901,Four Winns,260 LIBERATOR,1985,26,25' to 34',8,,,,
6902,Four Winns,267 QUEST,1985,26,25' to 34',8,,,,
6903,Four Winns,150 CATALINA,1984,15,<24',6.5,,,,
6904,Four Winns,150 MARQUISE,1984,15,<24',7.25,,,,
6905,Four Winns,160 MARQUISE,1984,16,<24',7.083333333,,,,
6906,Four Winns,160 MARQUISE FISH,1984,16,<24',7.083333333,,,,
6907,Four Winns,160 MARQUISE FISH & SKI,1984,16,<24',7.083333333,,,,
6908,Four Winns,160 MARQUISE SKI & STD,1984,16,<24',7.083333333,,,,
6909,Four Winns,170 CANDIA,1984,17,<24',7.25,,,,
6910,Four Winns,170 MARQUISE OPEN,1984,17,<24',7.166666667,,,,
6911,Four Winns,171 MARQUISE CLOSED,1984,17,<24',7.166666667,,,,
6912,Four Winns,190 CANDIA,1984,19,<24',7.666666667,,,,
6913,Four Winns,190 HORIZON OPEN,1984,19,<24',7.5,,,,
6914,Four Winns,192 HORIZON OPEN SPORT,1984,19,<24',7.5,,,,
6915,Four Winns,195 HORIZON CUDDY,1984,19,<24',7.5,,,,
6916,Four Winns,196 HORIZON CUDDY SPORT,1984,19,<24',7.5,,,,
6917,Four Winns,200 SANTARA OPEN,1984,20,<24',8,,,,
6918,Four Winns,205 SANTARA CUDDY,1984,20,<24',8,,,,
6919,Four Winns,206 SANTARA CUDDY SPORT,1984,20,<24',8,,,,
6920,Four Winns,207 SANTARA CUDDY FISH,1984,20,<24',8,,,,
6921,Four Winns,217 SEAJAUNT,1984,20,<24',8,,,,
6922,Four Winns,201 LIBERATOR,1984,21,<24',8,,,,
6923,Four Winns,225 SUNDOWNER,1984,22,<24',8,,,,
6924,Four Winns,226 SUNDOWNER SPORT,1984,22,<24',8,,,,
6925,Four Winns,227 SUNDOWNER FISH,1984,22,<24',8,,,,
6926,Four Winns,150 CATALINA,1983,15,<24',6.5,,,,
6927,Four Winns,150 MARQUISE,1983,15,<24',5.583333333,,,,
6928,Four Winns,160 MARQUISE,1983,16,<24',7.083333333,,,,
6929,Four Winns,160 MARQUISE FISH,1983,16,<24',7.083333333,,,,
6930,Four Winns,160 MARQUISE FISH & SKI,1983,16,<24',7.083333333,,,,
6931,Four Winns,160 MARQUISE SKI,1983,16,<24',7.083333333,,,,
6932,Four Winns,170 CANDIA,1983,17,<24',7.25,,,,
6933,Four Winns,170 MARQUISE,1983,17,<24',7.166666667,,,,
6934,Four Winns,180 MARQUISE,1983,18,<24',8,,,,
6935,Four Winns,180 MARQUISE CUDDY,1983,18,<24',8,,,,
6936,Four Winns,180 MARQUISE CUDDY SPORT,1983,18,<24',8,,,,
6937,Four Winns,190 CANDIA,1983,19,<24',7.666666667,,,,
6938,Four Winns,204 LIBERATOR,1983,20,<24',8,,,,
6939,Four Winns,204 SANTARA CUDDY,1983,20,<24',8,,,,
6940,Four Winns,204 SANTARA CUDDY SPORT,1983,20,<24',8,,,,
6941,Four Winns,225 SANTARA CUDDY,1983,22,<24',8,,,,
6942,Four Winns,225 SANTARA CUDDY SPORT,1983,22,<24',8,,,,
6943,Four Winns,150 CATALINA,1982,15,<24',6.5,,,,
6944,Four Winns,150 MARQUISE,1982,15,<24',5.583333333,,,,
6945,Four Winns,160 MARQUISE,1982,16,<24',7.083333333,,,,
6946,Four Winns,160 MARQUISE FISH,1982,16,<24',7.083333333,,,,
