,boat_id,boat_type,year,Boat_Make,model,model_type,length_overall,yield_length,beam,draft,height,hull,engine,hp,weight,fuel_type,boat_image,active,Country
0,4311,Power,2007,Albin Marine,CAPE COD 26,INBD,26,,8.5,,,FG,1,315.0,5000,Diesel,,,Sweden
1,4312,Power,2007,Albin Marine,TOURNAMENT EXPRESS 26,STERN,26,,8.5,,,FG,1,210.0,6000,Diesel,,,Sweden
2,4313,Power,2007,Albin Marine,TOURNAMENT EXPRESS 28,INBD,30,,10.0,,,FG,1,315.0,7500,Diesel,,,Sweden
3,4314,Power,2007,Albin Marine,FAMILY CRUISER 30,INBD,31,,10.0,,,FG,1,315.0,9800,Diesel,,,Sweden
4,4315,Power,2007,Albin Marine,TOURNAMENT EXPRESS 31,INBD,33,,12.33333333,,,FG,1,500.0,14000,Diesel,,,Sweden
5,4316,Power,2007,Albin Marine,TOURNAMENT EXPRESS 31,INBD,33,,12.33333333,,,FG,2,370.0,14000,Diesel,,,Sweden
6,4317,Power,2007,Albin Marine,COMMAND BRIDGE 35,INBD,37,,12.33333333,,,FG,1,370.0,18000,Diesel,,,Sweden
7,4318,Power,2007,Albin Marine,SPORTFISH CONVERTIBLE,INBD,37,,12.33333333,,,FG,2,370.0,18000,Diesel,,,Sweden
8,4319,Power,2007,Albin Marine,SPORTFISH CONVERTIBLE,INBD,37,,12.33333333,,,FG,1,500.0,18000,Diesel,,,Sweden
9,4320,Power,2007,Albin Marine,TOURNAMENT EXPRESS 35,INBD,37,,12.33333333,,,FG,1,500.0,18000,Diesel,,,Sweden
10,4321,Power,2007,Albin Marine,TOURNAMENT EXPRESS 35,INBD,37,,12.33333333,,,FG,2,370.0,18000,Diesel,,,Sweden
11,4322,Power,2007,Albin Marine,NORTH SEA CUTTER 40,INBD,40,,13.0,,,FG,2,315.0,25000,Diesel,,,Sweden
12,4323,Power,2006,Albin Marine,CAPE COD 26,INBD,26,,8.5,,,FG,1,315.0,5000,Diesel,,,Sweden
13,4324,Power,2006,Albin Marine,TOURNAMENT EXPRESS 26,STERN,26,,8.5,,,FG,1,210.0,5900,Diesel,,,Sweden
14,4325,Power,2006,Albin Marine,GATSBY EDITION 28,INBD,30,,10.0,,,FG,1,315.0,7500,Diesel,,,Sweden
15,4326,Power,2006,Albin Marine,TOURNAMENT EXPRESS 28,INBD,30,,10.0,,,FG,1,315.0,7500,Diesel,,,Sweden
16,4327,Power,2006,Albin Marine,FAMILY CRUISER 30,INBD,31,,10.0,,,FG,1,315.0,9800,Diesel,,,Sweden
17,4328,Power,2006,Albin Marine,TOURNAMENT EXPRESS 31,INBD,33,,12.33333333,,,FG,1,500.0,14000,Diesel,,,Sweden
18,4329,Power,2006,Albin Marine,TOURNAMENT EXPRESS 31,INBD,33,,12.33333333,,,FG,2,370.0,14000,Diesel,,,Sweden
19,4330,Power,2006,Albin Marine,COMMAND BRIDGE 35,INBD,37,,12.33333333,,,FG,1,370.0,18000,Diesel,,,Sweden
20,4331,Power,2006,Albin Marine,SPORTFISH CONVERTIBLE,INBD,37,,12.33333333,,,FG,2,370.0,18000,Diesel,,,Sweden
21,4332,Power,2006,Albin Marine,SPORTFISH CONVERTIBLE,INBD,37,,12.33333333,,,FG,1,500.0,18000,Diesel,,,Sweden
22,4333,Power,2006,Albin Marine,TOURNAMENT EXPRESS 35,INBD,37,,12.33333333,,,FG,1,500.0,18000,Diesel,,,Sweden
23,4334,Power,2006,Albin Marine,TOURNAMENT EXPRESS 35,INBD,37,,12.33333333,,,FG,2,370.0,18000,Diesel,,,Sweden
24,4335,Power,2006,Albin Marine,NORTH SEA CUTTER 40,INBD,40,,13.0,,,FG,2,315.0,25000,Diesel,,,Sweden
25,4336,Power,2005,Albin Marine,TOURNAMENT EXPRESS 26,STERN,26,,8.5,,,FG,1,160.0,5900,Diesel,,,Sweden
26,4337,Power,2005,Albin Marine,GATSBY EDITION 28,INBD,30,,10.0,,,FG,1,370.0,7500,Diesel,,,Sweden
27,4338,Power,2005,Albin Marine,TOURNAMENT EXPRESS 28,INBD,30,,10.0,,,FG,1,370.0,7500,Diesel,,,Sweden
28,4339,Power,2005,Albin Marine,FAMILY CRUISER 30,INBD,31,,10.0,,,FG,1,315.0,9800,Diesel,,,Sweden
29,4340,Power,2005,Albin Marine,TOURNAMENT EXPRESS 31,INBD,33,,12.33333333,,,FG,1,450.0,14000,Diesel,,,Sweden
30,4341,Power,2005,Albin Marine,TOURNAMENT EXPRESS 31,INBD,33,,12.33333333,,,FG,2,370.0,14000,Diesel,,,Sweden
31,4342,Power,2005,Albin Marine,COMMAND BRIDGE 35,INBD,37,,12.33333333,,,FG,1,370.0,18000,Diesel,,,Sweden
32,4343,Power,2005,Albin Marine,SPORTFISH CONVERTIBLE,INBD,37,,12.33333333,,,FG,2,370.0,18000,Diesel,,,Sweden
33,4344,Power,2005,Albin Marine,SPORTFISH CONVERTIBLE,INBD,37,,12.33333333,,,FG,1,450.0,18000,Diesel,,,Sweden
34,4345,Power,2005,Albin Marine,TOURNAMENT EXPRESS 35,INBD,37,,12.33333333,,,FG,1,450.0,18000,Diesel,,,Sweden
35,4346,Power,2005,Albin Marine,TOURNAMENT EXPRESS 35,INBD,37,,12.33333333,,,FG,2,370.0,18000,Diesel,,,Sweden
36,4347,Power,2005,Albin Marine,NORTH SEA CUTTER 40,INBD,40,,13.0,,,FG,2,310.0,25000,Diesel,,,Sweden
37,4348,Power,2005,Albin Marine,COMMAND BRIDGE 45,INBD,48,,16.0,,,FG,2,480.0,36000,Diesel,,,Sweden
38,4349,Power,2004,Albin Marine,GATSBY EDITION 28,INBD,30,,10.0,,,FG,1,380.0,7500,Gasoline,,,Sweden
39,4350,Power,2004,Albin Marine,GATSBY EDITION 28,INBD,30,,10.0,,,FG,1,330.0,7500,Diesel,,,Sweden
40,4351,Power,2004,Albin Marine,TOURNAMENT EXPRESS 28,INBD,30,,10.0,,,FG,1,380.0,7500,Gasoline,,,Sweden
41,4352,Power,2004,Albin Marine,TOURNAMENT EXPRESS 28,INBD,30,,10.0,,,FG,1,330.0,7500,Diesel,,,Sweden
42,4353,Power,2004,Albin Marine,FAMILY CRUISER 30,INBD,31,,10.0,,,FG,1,315.0,9800,Diesel,,,Sweden
43,4354,Power,2004,Albin Marine,TOURNAMENT EXPRESS 31,INBD,33,,12.33333333,,,FG,2,380.0,14000,Gasoline,,,Sweden
44,4355,Power,2004,Albin Marine,TOURNAMENT EXPRESS 31,INBD,33,,12.33333333,,,FG,2,370.0,14000,Diesel,,,Sweden
45,4356,Power,2004,Albin Marine,TOURNAMENT EXPRESS 31,INBD,33,,12.33333333,,,FG,1,450.0,14000,Diesel,,,Sweden
46,4357,Power,2004,Albin Marine,COMMAND BRIDGE 35,INBD,37,,12.25,,,FG,1,370.0,15000,Diesel,,,Sweden
47,4358,Power,2004,Albin Marine,EXPRESS TRAWLER,INBD,37,,12.75,,,FG,1,450.0,20000,Diesel,,,Sweden
48,4359,Power,2004,Albin Marine,EXPRESS TRAWLER,INBD,37,,12.75,,,FG,2,330.0,20000,Diesel,,,Sweden
49,4360,Power,2004,Albin Marine,SPORTFISH CONVERTIBLE,INBD,37,,12.33333333,,,FG,2,370.0,18000,Diesel,,,Sweden
50,4361,Power,2004,Albin Marine,SPORTFISH CONVERTIBLE,INBD,37,,12.33333333,,,FG,1,450.0,18000,Diesel,,,Sweden
51,4362,Power,2004,Albin Marine,SPORTFISH CONVERTIBLE,INBD,37,,12.33333333,,,FG,2,380.0,18000,Gasoline,,,Sweden
52,4363,Power,2004,Albin Marine,TOURNAMENT EXPRESS 35,INBD,37,,12.33333333,,,FG,2,370.0,18000,Diesel,,,Sweden
53,4364,Power,2004,Albin Marine,TOURNAMENT EXPRESS 35,INBD,37,,12.33333333,,,FG,2,380.0,18000,Gasoline,,,Sweden
54,4365,Power,2004,Albin Marine,TOURNAMENT EXPRESS 35,INBD,37,,12.33333333,,,FG,1,450.0,18000,Diesel,,,Sweden
55,4366,Power,2004,Albin Marine,COMMAND BRIDGE 45,INBD,48,,16.0,,,FG,2,480.0,36000,Diesel,,,Sweden
56,4367,Power,2003,Albin Marine,GATSBY EDITION 28,INBD,30,,10.0,,,FG,1,330.0,7500,Diesel,,,Sweden
57,4368,Power,2003,Albin Marine,GATSBY EDITION 28,INBD,30,,10.0,,,FG,1,380.0,7500,Gasoline,,,Sweden
58,4369,Power,2003,Albin Marine,TOURNAMENT EXPRESS 28,INBD,30,,10.0,,,FG,1,330.0,7500,Diesel,,,Sweden
59,4370,Power,2003,Albin Marine,TOURNAMENT EXPRESS 28,INBD,30,,10.0,,,FG,1,380.0,7500,Gasoline,,,Sweden
60,4371,Power,2003,Albin Marine,FAMILY CRUISER 30,INBD,31,,10.0,,,FG,1,315.0,9800,Diesel,,,Sweden
61,4372,Power,2003,Albin Marine,TOURNAMENT EXPRESS 31,INBD,33,,12.33333333,,,FG,1,450.0,14000,Diesel,,,Sweden
62,4373,Power,2003,Albin Marine,TOURNAMENT EXPRESS 31,INBD,33,,12.33333333,,,FG,2,370.0,14000,Diesel,,,Sweden
63,4374,Power,2003,Albin Marine,TOURNAMENT EXPRESS 31,INBD,33,,12.33333333,,,FG,2,380.0,14000,Gasoline,,,Sweden
64,4375,Power,2003,Albin Marine,COMMAND BRIDGE 32 + 2,INBD,37,,12.25,,,FG,1,370.0,15000,Diesel,,,Sweden
65,4376,Power,2003,Albin Marine,EXPRESS TRAWLER,INBD,37,,12.75,,,FG,1,450.0,20000,Diesel,,,Sweden
66,4377,Power,2003,Albin Marine,EXPRESS TRAWLER,INBD,37,,12.75,,,FG,2,330.0,20000,Diesel,,,Sweden
67,4378,Power,2003,Albin Marine,SPORTFISH CONVERTIBLE,INBD,37,,12.33333333,,,FG,2,380.0,18000,Gasoline,,,Sweden
68,4379,Power,2003,Albin Marine,SPORTFISH CONVERTIBLE,INBD,37,,12.33333333,,,FG,2,370.0,18000,Diesel,,,Sweden
69,4380,Power,2003,Albin Marine,SPORTFISH CONVERTIBLE,INBD,37,,12.33333333,,,FG,1,450.0,18000,Diesel,,,Sweden
70,4381,Power,2003,Albin Marine,TOURNAMENT EXPRESS 35,INBD,37,,12.33333333,,,FG,1,450.0,18000,Diesel,,,Sweden
71,4382,Power,2003,Albin Marine,TOURNAMENT EXPRESS 35,INBD,37,,12.33333333,,,FG,2,370.0,18000,Diesel,,,Sweden
72,4383,Power,2003,Albin Marine,TOURNAMENT EXPRESS 35,INBD,37,,12.33333333,,,FG,2,380.0,18000,Gasoline,,,Sweden
73,4384,Power,2003,Albin Marine,COMMAND BRIDGE 45,INBD,48,,16.0,,,FG,2,480.0,36000,Diesel,,,Sweden
74,4385,Power,2002,Albin Marine,GATSBY EDITION 28,INBD,30,,10.0,,,FG,1,330.0,7500,Diesel,,,Sweden
75,4386,Power,2002,Albin Marine,GATSBY EDITION 28,INBD,30,,10.0,,,FG,1,380.0,7500,Gasoline,,,Sweden
76,4387,Power,2002,Albin Marine,TOURNAMENT EXPRESS 28,INBD,30,,10.0,,,FG,1,380.0,7500,Gasoline,,,Sweden
77,4388,Power,2002,Albin Marine,TOURNAMENT EXPRESS 28,INBD,30,,10.0,,,FG,1,330.0,7500,Diesel,,,Sweden
78,4389,Power,2002,Albin Marine,TOURNAMENT EXPRESS 31,INBD,30,,12.33333333,,,FG,2,380.0,14000,Gasoline,,,Sweden
79,4390,Power,2002,Albin Marine,TOURNAMENT EXPRESS 31,INBD,33,,12.33333333,,,FG,2,350.0,14000,Diesel,,,Sweden
80,4391,Power,2002,Albin Marine,TOURNAMENT EXPRESS 31,INBD,33,,12.33333333,,,FG,1,450.0,12000,Diesel,,,Sweden
81,4392,Power,2002,Albin Marine,COMMAND BRIDGE 32 + 2,INBD,37,,12.25,,,FG,1,370.0,15000,Diesel,,,Sweden
82,4393,Power,2002,Albin Marine,EXPRESS TRAWLER,INBD,37,,12.75,,,FG,1,450.0,20000,Diesel,,,Sweden
83,4394,Power,2002,Albin Marine,EXPRESS TRAWLER,INBD,37,,12.75,,,FG,2,330.0,20000,Diesel,,,Sweden
84,4395,Power,2002,Albin Marine,SPORTFISH CONVERTIBLE,INBD,37,,12.33333333,,,FG,1,450.0,18000,Diesel,,,Sweden
85,4396,Power,2002,Albin Marine,SPORTFISH CONVERTIBLE,INBD,37,,12.33333333,,,FG,2,370.0,18000,Diesel,,,Sweden
86,4397,Power,2002,Albin Marine,SPORTFISH CONVERTIBLE,INBD,37,,12.33333333,,,FG,2,380.0,18000,Gasoline,,,Sweden
87,4398,Power,2002,Albin Marine,TOURNAMENT EXPRESS 35,INBD,37,,12.33333333,,,FG,2,370.0,18000,Diesel,,,Sweden
88,4399,Power,2002,Albin Marine,TOURNAMENT EXPRESS 35,INBD,37,,12.33333333,,,FG,1,450.0,16000,Diesel,,,Sweden
89,4400,Power,2002,Albin Marine,TOURNAMENT EXPRESS 35,INBD,37,,12.33333333,,,FG,2,380.0,18000,Gasoline,,,Sweden
90,4401,Power,2001,Albin Marine,TOURNAMENT EXPRESS 28,INBD,30,,10.0,,,FG,1,300.0,7500,Diesel,,,Sweden
91,4402,Power,2001,Albin Marine,TOURNAMENT EXPRESS 28,INBD,30,,10.0,,,FG,1,380.0,7500,Gasoline,,,Sweden
92,4403,Power,2001,Albin Marine,TOURNAMENT EXPRESS 31,INBD,33,,12.33333333,,,FG,1,450.0,14000,Diesel,,,Sweden
93,4404,Power,2001,Albin Marine,TOURNAMENT EXPRESS 31,INBD,33,,12.33333333,,,FG,2,350.0,15000,Diesel,,,Sweden
94,4405,Power,2001,Albin Marine,COMMAND BRIDGE 32 + 2,INBD,37,,12.33333333,,,FG,1,370.0,15000,Diesel,,,Sweden
95,4406,Power,2001,Albin Marine,EXPRESS TRAWLER,INBD,37,,12.75,,,FG,1,450.0,20000,Diesel,,,Sweden
96,4407,Power,2001,Albin Marine,EXPRESS TRAWLER,INBD,37,,12.75,,,FG,2,300.0,20000,Diesel,,,Sweden
97,4408,Power,2001,Albin Marine,SPORTFISH CONVERTIBLE,INBD,37,,12.33333333,,,FG,2,370.0,19000,Diesel,,,Sweden
98,4409,Power,2001,Albin Marine,SPORTFISH CONVERTIBLE,INBD,37,,12.33333333,,,FG,1,450.0,18000,Diesel,,,Sweden
99,4410,Power,2001,Albin Marine,TOURNAMENT EXPRESS 35,INBD,37,,12.33333333,,,FG,2,370.0,19000,Diesel,,,Sweden
100,4411,Power,2001,Albin Marine,TOURNAMENT EXPRESS 35,INBD,37,,12.33333333,,,FG,1,450.0,18000,Diesel,,,Sweden
101,4412,Power,2000,Albin Marine,TOURNAMENT EXPRESS 28,INBD,30,,10.0,,,FG,1,300.0,7500,Diesel,,,Sweden
102,4413,Power,2000,Albin Marine,TOURNAMENT EXPRESS 31,INBD,33,,12.33333333,,,FG,1,420.0,14000,Diesel,,,Sweden
103,4414,Power,2000,Albin Marine,COMMAND BRIDGE 32 + 2,INBD,37,,12.25,,,FG,1,370.0,15000,Diesel,,,Sweden
104,4415,Power,2000,Albin Marine,EXPRESS TRAWLER,INBD,37,,12.75,,,FG,2,220.0,20000,Diesel,,,Sweden
105,4416,Power,2000,Albin Marine,SPORTFISH CONVERTIBLE,INBD,37,,12.33333333,,,FG,2,350.0,18000,Diesel,,,Sweden
106,4417,Power,2000,Albin Marine,TOURNAMENT EXPRESS 35,INBD,37,,12.33333333,,,FG,2,300.0,18000,Diesel,,,Sweden
107,4418,Power,1999,Albin Marine,WALK-THRU,INBD,27,,8.5,,,FG,1,300.0,5000,Diesel,,,Sweden
108,4419,Power,1999,Albin Marine,TOURNAMENT EXPRESS 28,INBD,30,,10.0,,,FG,1,380.0,7500,Gasoline,,,Sweden
109,4420,Power,1999,Albin Marine,TOURNAMENT EXPRESS 28,INBD,30,,10.0,,,FG,1,300.0,7500,Diesel,,,Sweden
110,4421,Power,1999,Albin Marine,TOURNAMENT EXPRESS 28,STERN,30,,10.0,,,FG,1,230.0,7500,Gasoline,,,Sweden
111,4422,Power,1999,Albin Marine,TOURNAMENT EXPRESS 31,INBD,33,,12.33333333,,,FG,1,420.0,14000,Diesel,,,Sweden
112,4423,Power,1999,Albin Marine,TOURNAMENT EXPRESS 31,INBD,33,,12.33333333,,,FG,2,380.0,14000,Gasoline,,,Sweden
113,4424,Power,1999,Albin Marine,TOURNAMENT EXPRESS 31,INBD,33,,12.33333333,,,FG,2,350.0,14000,Diesel,,,Sweden
114,4425,Power,1999,Albin Marine,COMMAND BRIDGE 32 + 2,INBD,37,,12.25,,,FG,1,370.0,15000,Diesel,,,Sweden
115,4426,Power,1999,Albin Marine,EXPRESS TRAWLER,INBD,37,,12.75,,,FG,2,270.0,20000,Diesel,,,Sweden
116,4427,Power,1999,Albin Marine,EXPRESS TRAWLER,INBD,37,,12.75,,,FG,1,300.0,16000,Diesel,,,Sweden
117,4428,Power,1999,Albin Marine,SPORTFISH CONVERTIBLE,INBD,37,,12.33333333,,,FG,2,350.0,18000,Diesel,,,Sweden
118,4429,Power,1999,Albin Marine,SPORTFISH CONVERTIBLE,INBD,37,,12.33333333,,,FG,2,380.0,18000,Gasoline,,,Sweden
119,4430,Power,1999,Albin Marine,SPORTFISH CONVERTIBLE,INBD,37,,12.33333333,,,FG,1,420.0,18000,Diesel,,,Sweden
120,4431,Power,1999,Albin Marine,TOURNAMENT EXPRESS 35,INBD,37,,12.33333333,,,FG,2,380.0,18000,Gasoline,,,Sweden
121,4432,Power,1999,Albin Marine,TOURNAMENT EXPRESS 35,INBD,37,,12.33333333,,,FG,2,300.0,18000,Diesel,,,Sweden
122,4433,Power,1999,Albin Marine,TOURNAMENT EXPRESS 35,INBD,37,,12.33333333,,,FG,1,420.0,16000,Diesel,,,Sweden
123,4434,Power,1998,Albin Marine,WALK-THRU,INBD,27,,8.5,,,FG,1,300.0,5000,Diesel,,,Sweden
124,4435,Power,1998,Albin Marine,TOURNAMENT EXPRESS 28,INBD,30,,10.0,,,FG,1,300.0,7500,Diesel,,,Sweden
125,4436,Power,1998,Albin Marine,TOURNAMENT EXPRESS 28,INBD,30,,10.0,,,FG,1,380.0,7500,Gasoline,,,Sweden
126,4437,Power,1998,Albin Marine,TOURNAMENT EXPRESS 28,STERN,30,,10.0,,,FG,1,230.0,7500,Gasoline,,,Sweden
127,4438,Power,1998,Albin Marine,TOURNAMENT EXPRESS 31,INBD,33,,12.33333333,,,FG,2,350.0,14000,Diesel,,,Sweden
128,4439,Power,1998,Albin Marine,TOURNAMENT EXPRESS 31,INBD,33,,12.33333333,,,FG,2,380.0,14000,Gasoline,,,Sweden
129,4440,Power,1998,Albin Marine,TOURNAMENT EXPRESS 31,INBD,33,,12.33333333,,,FG,1,420.0,14000,Diesel,,,Sweden
130,4441,Power,1998,Albin Marine,COMMAND BRIDGE 32 + 2,INBD,37,,12.25,,,FG,1,370.0,15000,Diesel,,,Sweden
131,4442,Power,1998,Albin Marine,EXPRESS TRAWLER,INBD,37,,12.75,,,FG,1,300.0,16000,Diesel,,,Sweden
132,4443,Power,1998,Albin Marine,EXPRESS TRAWLER,INBD,37,,12.75,,,FG,2,270.0,20000,Diesel,,,Sweden
133,4444,Power,1998,Albin Marine,SPORTFISH CONVERTIBLE,INBD,37,,12.33333333,,,FG,1,420.0,18000,Diesel,,,Sweden
134,4445,Power,1998,Albin Marine,SPORTFISH CONVERTIBLE,INBD,37,,12.33333333,,,FG,2,350.0,18000,Diesel,,,Sweden
135,4446,Power,1998,Albin Marine,SPORTFISH CONVERTIBLE,INBD,37,,12.33333333,,,FG,2,380.0,18000,Gasoline,,,Sweden
136,4447,Power,1998,Albin Marine,TOURNAMENT EXPRESS 35,INBD,37,,12.33333333,,,FG,1,420.0,16000,Diesel,,,Sweden
137,4448,Power,1998,Albin Marine,TOURNAMENT EXPRESS 35,INBD,37,,12.33333333,,,FG,2,380.0,18000,Gasoline,,,Sweden
138,4449,Power,1998,Albin Marine,TOURNAMENT EXPRESS 35,INBD,37,,12.33333333,,,FG,2,300.0,18000,Diesel,,,Sweden
139,4450,Power,1997,Albin Marine,28 TOURNAMENT EX/SF,INBD,30,,10.0,,,FG,1,300.0,7500,Diesel,,,Sweden
140,4451,Power,1997,Albin Marine,31 TOURNAMENT EX/SF,INBD,33,,12.33333333,,,FG,1,300.0,14000,Diesel,,,Sweden
141,4452,Power,1997,Albin Marine,32 COMMAND BRIDGE/SF,INBD,34,,11.5,,,FG,1,300.0,11500,Diesel,,,Sweden
142,4453,Power,1997,Albin Marine,35 LS/SF,INBD,37,,12.33333333,,,FG,2,300.0,18000,Diesel,,,Sweden
143,4454,Power,1997,Albin Marine,35 SPORT FISH,INBD,37,,12.33333333,,,FG,2,300.0,18000,Diesel,,,Sweden
144,4455,Power,1997,Albin Marine,35 TOURNAMENT EX/SF,INBD,37,,10.5,,,FG,1,370.0,11109,Diesel,,,Sweden
145,4456,Power,1997,Albin Marine,35/CS,INBD,37,,12.33333333,,,FG,1,370.0,18000,Diesel,,,Sweden
146,4457,Power,1996,Albin Marine,28 TOURNAMENT EX/SF,INBD,30,,10.0,,,FG,1,300.0,7500,Diesel,,,Sweden
147,4458,Power,1996,Albin Marine,31 TOURNAMENT EX/SF,INBD,33,,12.33333333,,,FG,1,300.0,14000,Diesel,,,Sweden
148,4459,Power,1996,Albin Marine,32 COMMAND BRIDGE/SF,INBD,34,,11.5,,,FG,1,300.0,11500,Diesel,,,Sweden
149,4460,Power,1996,Albin Marine,35 LS/SF,INBD,37,,12.33333333,,,FG,2,300.0,18000,Diesel,,,Sweden
150,4461,Power,1996,Albin Marine,35 SPORT FISH,INBD,37,,12.33333333,,,FG,2,300.0,18000,Diesel,,,Sweden
151,4462,Power,1996,Albin Marine,35 TOURNAMENT EX/SF,INBD,37,,12.75,,,FG,1,370.0,16000,Diesel,,,Sweden
152,4463,Power,1996,Albin Marine,35/CS,INBD,37,,12.33333333,,,FG,1,370.0,18000,Diesel,,,Sweden
153,4464,Power,1995,Albin Marine,GETAWAY 24,INBD,24,,8.5,,,FG,1,250.0,5200,Gasoline,,,Sweden
154,4465,Power,1995,Albin Marine,GETAWAY 24,INBD,24,,8.5,,,FG,1,170.0,5200,Diesel,,,Sweden
155,4466,Power,1995,Albin Marine,FAMILY CRUISER 27,INBD,27,,9.666666667000001,,,FG,1,216.0,6900,Diesel,,,Sweden
156,4467,Power,1995,Albin Marine,GETAWAY 27,STERN,27,,8.5,,,FG,1,216.0,5400,Gasoline,,,Sweden
157,4468,Power,1995,Albin Marine,GETAWAY 27,STERN,27,,8.5,,,FG,1,216.0,5400,Diesel,,,Sweden
158,4469,Power,1995,Albin Marine,SPORT CRUISER 27,INBD,27,,9.666666667000001,,,FG,1,216.0,6750,Diesel,,,Sweden
159,4470,Power,1995,Albin Marine,TOURNAMENT EXPRESS 28,INBD,28,,10.0,,,FG,1,340.0,7500,Gasoline,,,Sweden
160,4471,Power,1995,Albin Marine,TOURNAMENT EXPRESS 28,INBD,28,,10.0,,,FG,1,300.0,7500,Diesel,,,Sweden
161,4472,Power,1995,Albin Marine,TOURNAMENT EXPRESS 28,STERN,28,,10.0,,,FG,1,300.0,7500,Diesel,,,Sweden
162,4473,Power,1995,Albin Marine,SPORT FISH 32,INBD,32,,12.25,,,FG,2,300.0,13500,Diesel,,,Sweden
163,4474,Power,1995,Albin Marine,SPORT FISH 32,INBD,32,,12.25,,,FG,1,300.0,13500,Diesel,,,Sweden
164,4475,Power,1995,Albin Marine,M/Y CHARTER LAYOUT 34,INBD,34,,11.5,,,FG,2,300.0,14000,Diesel,,,Sweden
165,4476,Power,1995,Albin Marine,SPORT FISH SEDAN 35,INBD,35,,12.33333333,,,FG,2,340.0,17500,Gasoline,,,Sweden
166,4477,Power,1995,Albin Marine,SPORT FISH SEDAN 35,INBD,35,,12.33333333,,,FG,2,300.0,18000,Diesel,,,Sweden
167,4478,Power,1995,Albin Marine,SPORT FISH SEDAN 35,INBD,35,,12.33333333,,,FG,1,300.0,17500,Diesel,,,Sweden
168,4479,Power,1995,Albin Marine,STANDARD TRAWLER 43,INBD,43,,14.5,,,FG,2,210.0,32000,Diesel,,,Sweden
169,4480,Power,1995,Albin Marine,SUNDECK TRAWLER 43,INBD,43,,14.5,,,FG,2,210.0,32000,Diesel,,,Sweden
170,4481,Power,1995,Albin Marine,COCKPIT TRAWLER 49,INBD,49,,14.5,,,FG,2,300.0,35500,Diesel,,,Sweden
171,4482,Power,1994,Albin Marine,GETAWAY 24,INBD,24,,8.5,,,FG,1,250.0,5200,Gasoline,,,Sweden
172,4483,Power,1994,Albin Marine,GETAWAY 24,INBD,24,,8.5,,,FG,1,170.0,5200,Diesel,,,Sweden
173,4484,Power,1994,Albin Marine,27 FAMILY,INBD,27,,9.666666667000001,,,FG,1,180.0,6950,Diesel,,,Sweden
174,4485,Power,1994,Albin Marine,27 SPORT,INBD,27,,9.666666667000001,,,FG,1,180.0,6950,Diesel,,,Sweden
175,4486,Power,1994,Albin Marine,GETAWAY 27,INBD,27,,8.5,,,FG,1,250.0,5500,Gasoline,,,Sweden
176,4487,Power,1994,Albin Marine,GETAWAY 27,INBD,27,,8.5,,,FG,1,180.0,5700,Diesel,,,Sweden
177,4488,Power,1994,Albin Marine,28 TOURNAMENT,INBD,28,,10.0,,,FG,1,250.0,7500,Gasoline,,,Sweden
178,4489,Power,1994,Albin Marine,28 TOURNAMENT,INBD,28,,10.0,,,FG,1,210.0,7500,Diesel,,,Sweden
179,4490,Power,1994,Albin Marine,32 SEDAN,INBD,32,,12.25,,,FG,1,300.0,13500,Diesel,,,Sweden
180,4491,Power,1994,Albin Marine,32 SEDAN,INBD,32,,12.25,,,FG,2,250.0,13500,Gasoline,,,Sweden
181,4492,Power,1994,Albin Marine,32 SEDAN,INBD,32,,12.25,,,FG,2,300.0,13500,Diesel,,,Sweden
182,4493,Power,1994,Albin Marine,32 SPORTFISHER,INBD,32,,12.25,,,FG,2,300.0,13500,Diesel,,,Sweden
183,4494,Power,1994,Albin Marine,32 SPORTFISHER,INBD,32,,12.25,,,FG,1,300.0,13500,Diesel,,,Sweden
184,4495,Power,1994,Albin Marine,34 CHARTER,INBD,34,,12.25,,,FG,2,160.0,13500,Diesel,,,Sweden
185,4496,Power,1994,Albin Marine,36 TRAWLER,INBD,36,,13.16666667,,,FG,1,210.0,18500,Diesel,,,Sweden
186,4497,Power,1994,Albin Marine,40 TRAWLER,INBD,40,,13.16666667,,,FG,1,210.0,24500,Diesel,,,Sweden
187,4498,Power,1994,Albin Marine,40 TRAWLER,INBD,40,,13.16666667,,,FG,2,210.0,24500,Diesel,,,Sweden
188,4499,Power,1994,Albin Marine,40 TRAWLER SD,INBD,40,,13.16666667,,,FG,2,210.0,20000,Diesel,,,Sweden
189,4500,Power,1994,Albin Marine,43 TRAWLER,INBD,43,,14.5,,,FG,1,210.0,34000,Diesel,,,Sweden
190,4501,Power,1994,Albin Marine,43 TRAWLER,INBD,43,,14.5,,,FG,2,210.0,34000,Diesel,,,Sweden
191,4502,Power,1994,Albin Marine,43 TRAWLER SD,INBD,43,,14.5,,,FG,2,210.0,34000,Diesel,,,Sweden
192,4503,Power,1994,Albin Marine,49 COCKPIT TRAWLER,INBD,49,,14.5,,,FG,2,250.0,35500,Diesel,,,Sweden
193,4504,Power,1993,Albin Marine,GETAWAY 24,INBD,24,,8.5,,,FG,1,240.0,5200,Gasoline,,,Sweden
194,4505,Power,1993,Albin Marine,GETAWAY 24,INBD,24,,8.5,,,FG,1,170.0,5200,Diesel,,,Sweden
195,4506,Power,1993,Albin Marine,27 FAMILY,INBD,27,,9.666666667000001,,,FG,1,180.0,6950,Diesel,,,Sweden
